Left_2D,Right_2D,3D_Point,Pred_left,Pred_right,Pred_3d
"(481.0, 424.0)","(799.0, 413.0)","(582.71728515625, -473.6993713378906, 300.81103515625)","(483.24, 424.87)","(799.52, 414.86)","(583.294128,-473.296967,301.073303)"
"(482.0, 426.0)","(798.0, 413.0)","(582.7944946289062, -473.3031311035156, 300.9888000488281)","(483.86, 424.86)","(798.6, 414.72)","(583.276794,-473.124573,301.073303)"
"(485.0, 423.0)","(796.0, 413.0)","(583.0609741210938, -472.9533386230469, 300.930908203125)","(484.8, 424.77)","(797.35, 414.8)","(583.275757,-472.864960,301.066040)"
"(488.0, 424.0)","(796.0, 413.0)","(583.689697265625, -472.5295715332031, 301.32568359375)","(487.0, 424.37)","(796.07, 414.55)","(583.520081,-472.506653,301.182617)"
"(488.0, 419.0)","(794.0, 413.0)","(583.3145141601562, -472.6835632324219, 300.7984924316406)","(488.2, 424.32)","(795.04, 414.49)","(583.604614,-472.251404,301.229156)"
"(489.0, 423.0)","(793.0, 412.0)","(583.4028930664062, -472.20281982421875, 301.1685485839844)","(489.55, 424.14)","(793.99, 414.6)","(583.717102,-471.974060,301.272858)"
"(491.0, 421.0)","(792.0, 412.0)","(583.6317749023438, -472.0103454589844, 301.1556396484375)","(490.53, 424.12)","(792.16, 414.41)","(583.630310,-471.653473,301.241150)"
"(491.0, 423.0)","(791.0, 412.0)","(583.5015258789062, -471.72869873046875, 301.2254943847656)","(491.62, 423.96)","(791.49, 414.22)","(583.744690,-471.473480,301.301514)"
"(492.0, 421.0)","(790.0, 412.0)","(583.5254516601562, -471.65087890625, 301.10589599609375)","(492.59, 423.64)","(790.53, 413.92)","(583.785828,-471.292755,301.319458)"
"(493.0, 421.0)","(789.0, 412.0)","(583.5743408203125, -471.4137878417969, 301.13421630859375)","(494.61, 423.23)","(789.59, 413.87)","(584.046753,-470.982178,301.432861)"
"(496.0, 423.0)","(788.0, 412.0)","(584.0567626953125, -470.7876281738281, 301.5231018066406)","(495.29, 423.12)","(788.06, 413.63)","(583.942566,-470.743713,301.387817)"
"(496.0, 419.0)","(787.0, 413.0)","(583.8638305664062, -470.9083251953125, 301.1044616699219)","(496.47, 422.92)","(787.32, 413.6)","(584.065308,-470.535828,301.441895)"
"(496.0, 422.0)","(785.0, 412.0)","(583.576171875, -470.5002136230469, 301.2138977050781)","(497.71, 422.61)","(785.75, 413.36)","(584.066406,-470.244019,301.438324)"
"(500.0, 421.0)","(783.0, 411.0)","(584.0557861328125, -469.9512939453125, 301.4532775878906)","(499.22, 422.45)","(784.18, 413.06)","(584.123596,-469.913910,301.477112)"
"(500.0, 421.0)","(782.0, 411.0)","(583.8994140625, -469.8290100097656, 301.37469482421875)","(500.07, 421.21)","(783.03, 413.11)","(584.102722,-469.770355,301.383484)"
"(503.0, 419.0)","(781.0, 411.0)","(584.330810546875, -469.5211486816406, 301.4674072265625)","(502.3, 420.8)","(781.96, 413.09)","(584.384766,-469.417236,301.506744)"
"(501.0, 419.0)","(780.0, 411.0)","(583.7667846679688, -469.6288757324219, 301.1764831542969)","(503.59, 420.72)","(780.65, 413.07)","(584.441040,-469.116486,301.535431)"
"(502.0, 419.0)","(779.0, 411.0)","(583.81396484375, -469.3915710449219, 301.2039794921875)","(504.49, 420.6)","(779.35, 412.66)","(584.414124,-468.894562,301.538116)"
"(505.0, 421.0)","(778.0, 410.0)","(584.2794799804688, -468.8407287597656, 301.63543701171875)","(505.2, 420.49)","(778.39, 412.41)","(584.403870,-468.723175,301.540924)"
"(505.0, 419.0)","(777.0, 410.0)","(584.0995483398438, -468.8777770996094, 301.4097595214844)","(506.21, 420.34)","(777.24, 412.15)","(584.424011,-468.497955,301.557983)"
"(505.0, 417.0)","(775.0, 410.0)","(583.7630615234375, -468.79278564453125, 301.10540771484375)","(507.31, 420.19)","(775.88, 411.97)","(584.430176,-468.230621,301.564240)"
"(508.0, 422.0)","(774.0, 410.0)","(584.2725830078125, -467.92694091796875, 301.7106018066406)","(508.31, 420.01)","(774.84, 412.03)","(584.468567,-467.998047,301.571991)"
"(508.0, 421.0)","(773.0, 410.0)","(584.1041870117188, -467.8841552734375, 301.5584716796875)","(509.88, 419.51)","(773.39, 411.8)","(584.551147,-467.697266,301.597321)"
"(510.0, 419.0)","(772.0, 410.0)","(584.3305053710938, -467.6910095214844, 301.54461669921875)","(511.42, 419.43)","(771.89, 411.53)","(584.623535,-467.363373,301.647858)"
"(512.0, 417.0)","(771.0, 410.0)","(584.5568237304688, -467.4977722167969, 301.5306091308594)","(512.38, 419.32)","(770.91, 411.12)","(584.658020,-467.172943,301.682312)"
"(517.0, 417.0)","(770.0, 410.0)","(585.4135131835938, -466.7997131347656, 301.97979736328125)","(514.57, 418.9)","(770.09, 411.12)","(584.968140,-466.853943,301.817963)"
"(518.0, 417.0)","(768.0, 409.0)","(585.2891845703125, -466.51611328125, 301.9723205566406)","(517.14, 418.19)","(768.62, 411.07)","(585.248657,-466.438416,301.923096)"
"(517.0, 418.0)","(765.0, 410.0)","(584.6346435546875, -466.1083679199219, 301.6561584472656)","(517.94, 418.16)","(765.55, 411.3)","(584.927673,-465.955353,301.751007)"
"(520.0, 415.0)","(763.0, 409.0)","(584.8828125, -465.83349609375, 301.640625)","(520.18, 417.93)","(763.31, 410.36)","(585.013550,-465.513306,301.835205)"
"(521.0, 417.0)","(762.0, 409.0)","(584.947509765625, -465.43646240234375, 301.8120422363281)","(521.77, 417.76)","(762.43, 410.07)","(585.190613,-465.258087,301.933472)"
"(524.0, 415.0)","(761.0, 408.0)","(585.3638305664062, -465.2041320800781, 301.9485778808594)","(522.9, 417.55)","(761.5, 409.9)","(585.267395,-465.043762,301.970856)"
"(522.0, 413.0)","(759.0, 408.0)","(584.6231079101562, -465.3497619628906, 301.4337158203125)","(523.45, 417.51)","(759.78, 409.64)","(585.102600,-464.793030,301.900757)"
"(525.0, 418.0)","(759.0, 408.0)","(585.2789916992188, -464.6053466796875, 302.11236572265625)","(524.81, 417.31)","(759.17, 409.67)","(585.278442,-464.575134,301.979126)"
"(527.0, 413.0)","(757.0, 408.0)","(585.3151245117188, -464.5284423828125, 301.80035400390625)","(527.24, 416.76)","(757.47, 409.39)","(585.489929,-464.152222,302.071777)"
"(529.0, 415.0)","(755.0, 408.0)","(585.4202880859375, -463.89361572265625, 301.9959716796875)","(528.76, 416.51)","(755.23, 409.11)","(585.434753,-463.744141,302.047272)"
"(530.0, 417.0)","(754.0, 408.0)","(585.4818725585938, -463.4967346191406, 302.1656188964844)","(529.4, 416.33)","(754.41, 410.66)","(585.447449,-463.465485,301.964294)"
"(529.0, 414.0)","(755.0, 408.0)","(585.4105224609375, -463.9732666015625, 301.92352294921875)","(529.39, 416.48)","(754.35, 412.28)","(585.454041,-463.323090,301.894409)"
"(530.0, 415.0)","(756.0, 408.0)","(585.7806396484375, -463.90057373046875, 302.18072509765625)","(530.25, 416.17)","(755.84, 413.25)","(585.871216,-463.356567,302.036346)"
"(530.0, 417.0)","(760.0, 410.0)","(586.45751953125, -464.07781982421875, 302.5530090332031)","(529.31, 417.01)","(757.79, 413.71)","(586.005493,-463.601776,302.133179)"
"(524.0, 420.0)","(761.0, 410.0)","(585.43603515625, -464.6534423828125, 302.21966552734375)","(528.61, 417.42)","(757.96, 414.41)","(585.902893,-463.617126,302.070587)"
"(524.0, 420.0)","(762.0, 412.0)","(585.6162109375, -464.62298583984375, 302.20733642578125)","(528.07, 417.35)","(758.83, 414.38)","(585.931641,-463.793854,302.079865)"
"(522.0, 420.0)","(765.0, 411.0)","(585.6774291992188, -465.29705810546875, 302.2822570800781)","(527.45, 417.46)","(761.82, 414.83)","(586.288330,-464.188507,302.240997)"
"(522.0, 420.0)","(766.0, 408.0)","(585.8033447265625, -465.6484375, 302.4996337890625)","(526.34, 417.45)","(762.44, 414.95)","(586.164124,-464.384003,302.167694)"
"(520.0, 421.0)","(766.0, 408.0)","(585.4091796875, -465.7992248535156, 302.3615417480469)","(525.59, 417.47)","(762.48, 415.37)","(586.023804,-464.441681,302.074158)"
"(520.0, 421.0)","(766.0, 409.0)","(585.420166015625, -465.72296142578125, 302.315673828125)","(525.11, 417.57)","(762.74, 415.56)","(585.971252,-464.506378,302.042969)"
"(518.0, 437.0)","(766.0, 408.0)","(585.1717529296875, -464.7646179199219, 303.30889892578125)","(524.74, 417.63)","(762.0, 416.07)","(585.785095,-464.414581,301.925873)"
"(525.0, 418.0)","(766.0, 409.0)","(586.4005126953125, -465.385498046875, 302.6245422363281)","(524.1, 417.66)","(763.17, 415.73)","(585.838440,-464.655334,301.969849)"
"(520.0, 418.0)","(766.0, 408.0)","(585.3776245117188, -466.0377197265625, 302.14312744140625)","(522.57, 417.71)","(763.33, 415.73)","(585.555481,-464.847321,301.825500)"
"(519.0, 417.0)","(766.0, 408.0)","(585.1646728515625, -466.2325439453125, 301.9647521972656)","(521.48, 418.34)","(763.72, 415.81)","(585.404541,-464.964539,301.783997)"
"(519.0, 414.0)","(766.0, 409.0)","(585.1439208984375, -466.3953857421875, 301.7001953125)","(520.65, 418.33)","(765.07, 415.34)","(585.445679,-465.262299,301.825134)"
"(518.0, 418.0)","(767.0, 409.0)","(585.1419067382812, -466.31414794921875, 301.9659729003906)","(520.28, 418.32)","(766.37, 415.71)","(585.580872,-465.436737,301.871979)"
"(515.0, 421.0)","(768.0, 409.0)","(584.7244262695312, -466.5431823730469, 301.94744873046875)","(519.92, 418.29)","(766.85, 415.88)","(585.585632,-465.526367,301.862305)"
"(516.0, 421.0)","(769.0, 409.0)","(585.0848388671875, -466.55047607421875, 302.13232421875)","(519.98, 418.24)","(767.67, 416.07)","(585.729248,-465.609436,301.921539)"
"(513.0, 418.0)","(769.0, 409.0)","(584.4444580078125, -467.1345520019531, 301.5967102050781)","(519.49, 418.3)","(768.18, 416.2)","(585.713013,-465.713715,301.908936)"
"(514.0, 417.0)","(771.0, 409.0)","(584.9512939453125, -467.3436584472656, 301.7874755859375)","(517.56, 417.78)","(769.15, 416.56)","(585.474243,-466.068726,301.728455)"
"(511.0, 418.0)","(772.0, 409.0)","(584.5109252929688, -467.7316589355469, 301.6225280761719)","(516.39, 418.03)","(770.32, 416.98)","(585.429749,-466.294922,301.697052)"
"(504.0, 417.0)","(773.0, 409.0)","(583.2349853515625, -468.7394104003906, 300.88739013671875)","(514.95, 418.63)","(772.22, 417.16)","(585.446716,-466.632202,301.731506)"
"(509.0, 422.0)","(775.0, 409.0)","(584.621337890625, -468.01025390625, 301.94085693359375)","(514.18, 418.68)","(773.99, 417.28)","(585.572021,-466.924622,301.788818)"
"(507.0, 421.0)","(776.0, 409.0)","(584.3607177734375, -468.4421081542969, 301.73486328125)","(513.0, 418.82)","(775.38, 417.3)","(585.553711,-467.218140,301.783752)"
"(506.0, 419.0)","(777.0, 409.0)","(584.291259765625, -468.8386535644531, 301.5609436035156)","(512.63, 419.02)","(775.83, 417.66)","(585.555908,-467.272552,301.778503)"
"(501.0, 423.0)","(779.0, 408.0)","(583.62158203125, -469.415283203125, 301.52716064453125)","(511.05, 419.7)","(777.38, 417.7)","(585.487549,-467.587311,301.782166)"
"(500.0, 424.0)","(780.0, 409.0)","(583.59814453125, -469.4971008300781, 301.528076171875)","(504.98, 420.0)","(778.76, 418.6)","(584.484558,-468.362579,301.230225)"
"(497.0, 419.0)","(779.0, 418.0)","(582.8800659179688, -469.43548583984375, 300.35858154296875)","(504.44, 420.06)","(781.03, 418.93)","(584.735901,-468.673035,301.341675)"
"(496.0, 421.0)","(783.0, 415.0)","(583.28857421875, -470.10809326171875, 300.8485107421875)","(502.58, 420.35)","(781.82, 418.96)","(584.484863,-468.958374,301.226837)"
"(496.0, 424.0)","(783.0, 417.0)","(583.3491821289062, -469.7177429199219, 300.97869873046875)","(502.08, 420.53)","(783.52, 418.74)","(584.649170,-469.226593,301.331024)"
"(497.0, 424.0)","(787.0, 419.0)","(584.2030639648438, -469.9413146972656, 301.3089599609375)","(501.01, 420.67)","(784.68, 419.21)","(584.620239,-469.444977,301.297943)"
"(496.0, 422.0)","(787.0, 415.0)","(583.92529296875, -470.51800537109375, 301.23602294921875)","(500.47, 422.26)","(786.08, 419.58)","(584.753113,-469.524109,301.450867)"
"(495.0, 422.0)","(788.0, 418.0)","(583.9142456054688, -470.52825927734375, 301.07318115234375)","(500.03, 422.44)","(787.25, 418.98)","(584.841614,-469.749298,301.536774)"
"(492.0, 427.0)","(787.0, 419.0)","(583.2197265625, -470.27728271484375, 300.99847412109375)","(497.65, 423.54)","(788.6, 419.15)","(584.582520,-470.087891,301.463379)"
"(492.0, 426.0)","(788.0, 418.0)","(583.3510131835938, -470.5547790527344, 301.04864501953125)","(497.45, 423.62)","(790.35, 419.46)","(584.820496,-470.295532,301.571777)"
"(491.0, 423.0)","(793.0, 419.0)","(583.9012451171875, -471.44500732421875, 301.0684814453125)","(497.13, 423.78)","(792.07, 419.79)","(585.030457,-470.505463,301.670013)"
"(400.0, 432.0)","(894.0, 427.0)","(580.4122924804688, -492.885986328125, 299.1962585449219)","(414.61, 434.47)","(892.38, 428.83)","(583.392761,-490.704773,300.823425)"
"(400.0, 432.0)","(892.0, 427.0)","(580.116455078125, -492.6409912109375, 299.04736328125)","(415.07, 434.39)","(893.65, 429.14)","(583.685669,-490.792572,300.951324)"
"(396.0, 431.0)","(896.0, 424.0)","(579.771728515625, -493.8800964355469, 298.94189453125)","(414.76, 434.36)","(895.0, 428.98)","(583.817688,-491.007446,301.022858)"
"(370.0, 431.0)","(906.0, 426.0)","(575.6583251953125, -497.8980407714844, 296.6790466308594)","(367.47, 431.77)","(907.11, 428.78)","(575.342163,-498.058319,296.425537)"
"(364.0, 430.0)","(905.0, 428.0)","(574.2325439453125, -498.39080810546875, 295.7723388671875)","(367.2, 431.68)","(907.84, 429.08)","(575.393127,-498.163696,296.429138)"
"(364.0, 430.0)","(909.0, 427.0)","(574.789794921875, -498.9505615234375, 296.1022033691406)","(366.97, 431.63)","(908.7, 429.03)","(575.465637,-498.302277,296.463867)"
"(365.0, 430.0)","(906.0, 428.0)","(574.593017578125, -498.3997802734375, 295.9572448730469)","(366.57, 431.56)","(911.5, 429.18)","(575.785217,-498.684387,296.611023)"
"(364.0, 427.0)","(911.0, 427.0)","(575.0103149414062, -499.43548583984375, 296.00677490234375)","(365.86, 431.51)","(914.53, 427.53)","(576.035889,-499.256775,296.813171)"
"(364.0, 430.0)","(914.0, 428.0)","(575.5303955078125, -499.48931884765625, 296.42510986328125)","(416.31, 434.4)","(915.18, 427.42)","(587.151184,-493.423981,302.789215)"
"(333.0, 426.0)","(944.0, 430.0)","(572.9739990234375, -506.821533203125, 294.65155029296875)","(416.79, 434.43)","(948.18, 429.2)","(592.258301,-497.313324,305.275757)"
"(336.0, 427.0)","(946.0, 427.0)","(573.8804931640625, -506.85943603515625, 295.3346252441406)","(334.06, 427.08)","(949.11, 429.67)","(573.951050,-507.262207,295.237488)"
"(332.0, 426.0)","(948.0, 434.0)","(573.4038696289062, -507.14007568359375, 294.6676940917969)","(332.25, 426.93)","(949.91, 429.93)","(573.665710,-507.556854,295.064240)"
"(329.0, 427.0)","(952.0, 431.0)","(573.2666625976562, -508.0957946777344, 294.8040466308594)","(332.05, 429.09)","(950.81, 430.17)","(573.809204,-507.498688,295.273560)"
"(329.0, 427.0)","(952.0, 430.0)","(573.2450561523438, -508.1660461425781, 294.8421630859375)","(331.23, 428.96)","(952.31, 430.76)","(573.849304,-507.742798,295.252747)"
"(327.0, 428.0)","(953.0, 430.0)","(572.96923828125, -508.4320983886719, 294.7654724121094)","(417.19, 434.28)","(953.59, 431.07)","(593.196899,-497.816711,305.644409)"
"(327.0, 428.0)","(953.0, 428.0)","(572.926025390625, -508.5724792480469, 294.84161376953125)","(326.15, 426.69)","(954.31, 431.26)","(572.958618,-508.704041,294.604401)"
"(325.0, 428.0)","(958.0, 427.0)","(573.1644287109375, -509.4764099121094, 295.0028381347656)","(325.14, 426.58)","(955.57, 430.61)","(572.895081,-509.025574,294.592896)"
"(324.0, 423.0)","(958.0, 427.0)","(572.8106079101562, -509.990966796875, 294.4730529785156)","(323.91, 427.01)","(956.86, 430.42)","(572.810791,-509.299561,294.585083)"
"(325.0, 427.0)","(958.0, 428.0)","(573.1599731445312, -509.4867858886719, 294.8822021484375)","(322.82, 427.01)","(957.31, 430.64)","(572.637024,-509.461243,294.482941)"
"(322.0, 424.0)","(960.0, 428.0)","(572.6949462890625, -510.3083190917969, 294.42828369140625)","(321.38, 427.02)","(958.72, 431.09)","(572.525391,-509.762299,294.400177)"
"(323.0, 426.0)","(962.0, 428.0)","(573.2511596679688, -510.279052734375, 294.850830078125)","(320.33, 426.98)","(960.43, 431.32)","(572.536133,-510.075653,294.387634)"
"(320.0, 427.0)","(963.0, 428.0)","(572.75048828125, -510.65655517578125, 294.65753173828125)","(319.76, 426.94)","(961.61, 431.51)","(572.578003,-510.273376,294.394501)"
"(319.0, 426.0)","(963.0, 428.0)","(572.5011596679688, -510.8490295410156, 294.45880126953125)","(318.53, 426.52)","(962.16, 431.69)","(572.374268,-510.499481,294.249573)"
"(318.0, 426.0)","(965.0, 428.0)","(572.558349609375, -511.2047424316406, 294.4837341308594)","(317.31, 426.27)","(963.4, 431.35)","(572.262329,-510.831299,294.187958)"
"(316.0, 424.0)","(964.0, 430.0)","(571.9635009765625, -511.32830810546875, 293.94061279296875)","(316.77, 426.12)","(964.91, 431.85)","(572.360352,-511.053009,294.200378)"
"(315.0, 423.0)","(967.0, 431.0)","(572.1546630859375, -511.81671142578125, 293.9143981933594)","(316.33, 425.91)","(967.66, 432.33)","(572.652100,-511.421112,294.307281)"
"(314.0, 424.0)","(966.0, 431.0)","(571.8192749023438, -511.7262878417969, 293.8118896484375)","(313.68, 426.25)","(967.9, 432.45)","(572.106567,-511.711334,294.041107)"
"(312.0, 426.0)","(971.0, 431.0)","(572.1249389648438, -512.3984985351562, 294.0971984863281)","(312.53, 425.76)","(968.34, 432.76)","(571.905090,-511.911560,293.886383)"
"(312.0, 424.0)","(970.0, 434.0)","(571.9981689453125, -512.2286376953125, 293.74822998046875)","(311.84, 425.71)","(969.93, 432.87)","(571.973999,-512.178955,293.909546)"
"(311.0, 424.0)","(974.0, 431.0)","(572.2643432617188, -513.0370483398438, 294.0239562988281)","(310.43, 425.43)","(972.49, 432.49)","(571.999695,-512.697998,293.916168)"
"(310.0, 427.0)","(969.0, 431.0)","(571.427001953125, -512.2979736328125, 293.80865478515625)","(309.28, 425.31)","(973.92, 432.55)","(571.939697,-513.006470,293.870392)"
"(309.0, 426.0)","(976.0, 431.0)","(572.150634765625, -513.3436279296875, 294.0987854003906)","(308.28, 425.14)","(975.32, 432.83)","(571.912476,-513.283203,293.827484)"
"(306.0, 424.0)","(976.0, 434.0)","(571.4913940429688, -513.631591796875, 293.4710693359375)","(307.39, 425.67)","(976.4, 432.93)","(571.880432,-513.464783,293.840149)"
"(306.0, 426.0)","(979.0, 435.0)","(571.987060546875, -513.7669677734375, 293.8107604980469)","(306.4, 425.39)","(977.62, 433.05)","(571.823242,-513.738403,293.782318)"
"(305.0, 424.0)","(978.0, 430.0)","(571.4535522460938, -514.2647094726562, 293.6422119140625)","(305.69, 425.14)","(978.35, 433.1)","(571.759644,-513.923401,293.727814)"
"(304.0, 423.0)","(981.0, 432.0)","(571.662841796875, -514.6839599609375, 293.5766296386719)","(304.44, 424.93)","(980.01, 432.99)","(571.701416,-514.289978,293.684509)"
"(303.0, 424.0)","(980.0, 431.0)","(571.3050537109375, -514.6624755859375, 293.511474609375)","(303.03, 424.8)","(982.85, 432.87)","(571.772400,-514.812500,293.711548)"
"(301.0, 427.0)","(981.0, 434.0)","(571.1484985351562, -514.5584106445312, 293.4891662597656)","(302.03, 424.83)","(984.46, 432.92)","(571.772888,-515.114624,293.707672)"
"(300.0, 426.0)","(984.0, 432.0)","(571.2648315429688, -515.254638671875, 293.57110595703125)","(299.11, 424.42)","(984.61, 433.36)","(571.135559,-515.461487,293.326538)"
"(297.0, 426.0)","(985.0, 432.0)","(570.7286376953125, -515.7113037109375, 293.2903747558594)","(297.06, 425.3)","(986.53, 433.23)","(570.961975,-515.862305,293.299316)"
"(297.0, 422.0)","(988.0, 428.0)","(570.934326171875, -516.6751708984375, 293.3066711425781)","(296.7, 425.0)","(987.58, 432.58)","(571.002136,-516.099548,293.328613)"
"(294.0, 424.0)","(989.0, 428.0)","(570.4536743164062, -516.9700927734375, 293.19384765625)","(296.51, 424.83)","(987.81, 432.99)","(570.995789,-516.134094,293.292969)"
"(292.0, 422.0)","(991.0, 429.0)","(570.2425537109375, -517.52880859375, 292.8914794921875)","(295.47, 424.72)","(990.3, 433.52)","(571.114258,-516.525757,293.315155)"
"(294.0, 424.0)","(993.0, 429.0)","(571.0277709960938, -517.3881225585938, 293.4339294433594)","(294.34, 424.44)","(991.66, 433.35)","(571.034912,-516.851807,293.259613)"
"(291.0, 422.0)","(995.0, 429.0)","(570.56591796875, -518.1270141601562, 293.0498352050781)","(292.65, 424.58)","(992.59, 434.13)","(570.804016,-517.088562,293.109314)"
"(289.0, 421.0)","(996.0, 432.0)","(570.2921752929688, -518.3458862304688, 292.69000244140625)","(291.77, 424.37)","(994.05, 434.26)","(570.803284,-517.372498,293.084595)"
"(289.0, 421.0)","(997.0, 433.0)","(570.453125, -518.39892578125, 292.7226257324219)","(290.98, 424.47)","(998.66, 431.86)","(571.205200,-518.179321,293.406250)"
"(288.0, 422.0)","(1004.0, 428.0)","(571.0969848632812, -519.6248168945312, 293.3523864746094)","(417.49, 434.37)","(1004.32, 431.04)","(600.958618,-504.085114,309.564911)"
"(285.0, 421.0)","(1004.0, 428.0)","(570.3853149414062, -520.0390625, 292.9127197265625)","(417.56, 434.33)","(1004.44, 430.93)","(600.989441,-504.103149,309.583527)"
"(281.0, 423.0)","(1007.0, 428.0)","(569.9461669921875, -520.687255859375, 292.81719970703125)","(417.6, 434.3)","(1006.55, 431.12)","(601.322937,-504.350983,309.739929)"
"(281.0, 422.0)","(1008.0, 428.0)","(570.0521240234375, -520.8894653320312, 292.7998962402344)","(417.54, 434.29)","(1008.9, 432.08)","(601.687256,-504.584534,309.873596)"
"(281.0, 423.0)","(1009.0, 428.0)","(570.2190551757812, -520.9305419921875, 292.9541931152344)","(417.49, 434.34)","(1010.16, 432.07)","(601.868835,-504.744232,309.968933)"
"(279.0, 421.0)","(1010.0, 428.0)","(569.8385009765625, -521.4354858398438, 292.6141052246094)","(417.63, 434.32)","(1010.96, 432.03)","(602.021240,-504.832977,310.046906)"
"(275.0, 422.0)","(1012.0, 428.0)","(569.2294311523438, -522.0421752929688, 292.3628845214844)","(417.64, 434.32)","(1011.22, 432.61)","(602.075500,-504.823792,310.044617)"
"(274.0, 421.0)","(1013.0, 428.0)","(569.1060180664062, -522.3553466796875, 292.226318359375)","(273.07, 420.74)","(1012.04, 432.78)","(568.872742,-522.037292,291.858795)"
"(271.0, 421.0)","(1014.0, 428.0)","(568.5567626953125, -522.809814453125, 291.9385070800781)","(272.99, 420.45)","(1013.86, 432.76)","(569.091919,-522.292175,291.948944)"
"(272.0, 419.0)","(1015.0, 428.0)","(568.8580322265625, -522.9818725585938, 291.95233154296875)","(417.55, 434.23)","(1015.5, 433.33)","(602.720520,-505.325195,310.326263)"
"(275.0, 419.0)","(1015.0, 428.0)","(569.5435791015625, -522.6488647460938, 292.3084716796875)","(417.73, 434.17)","(1015.97, 433.64)","(602.838440,-505.346954,310.366211)"
"(272.0, 421.0)","(1015.0, 428.0)","(568.9205322265625, -522.8202514648438, 292.12506103515625)","(417.63, 434.18)","(1015.49, 434.65)","(602.764343,-505.226685,310.277527)"
"(271.0, 423.0)","(1016.0, 428.0)","(568.8899536132812, -522.891357421875, 292.2469177246094)","(417.63, 434.13)","(1015.83, 435.19)","(602.826660,-505.235352,310.277740)"
"(268.0, 421.0)","(1017.0, 428.0)","(568.27685546875, -523.5068969726562, 291.78582763671875)","(417.65, 434.16)","(1016.56, 435.31)","(602.945923,-505.313751,310.333893)"
"(267.0, 421.0)","(1018.0, 428.0)","(568.1832275390625, -523.7393188476562, 291.7347106933594)","(417.64, 434.21)","(1017.59, 435.4)","(603.103943,-505.433472,310.412384)"
"(266.0, 419.0)","(1020.0, 428.0)","(568.16064453125, -524.2544555664062, 291.5777893066406)","(263.89, 420.92)","(1018.97, 435.5)","(567.786560,-523.699402,291.160065)"
"(264.0, 418.0)","(1020.0, 428.0)","(567.6707153320312, -524.5571899414062, 291.25299072265625)","(263.51, 421.08)","(1019.69, 435.73)","(567.807556,-523.800598,291.169373)"
"(264.0, 421.0)","(1023.0, 428.0)","(568.170166015625, -524.6786499023438, 291.71588134765625)","(262.94, 420.84)","(1020.92, 435.39)","(567.826721,-524.055725,291.176056)"
"(260.0, 418.0)","(1023.0, 432.0)","(567.2568969726562, -525.09375, 290.8391418457031)","(262.49, 420.71)","(1021.9, 435.07)","(567.843567,-524.256897,291.188812)"
"(259.0, 423.0)","(1024.0, 432.0)","(567.322509765625, -524.9219360351562, 291.2213134765625)","(260.13, 420.81)","(1023.41, 434.57)","(567.496582,-524.727844,291.036224)"
"(256.0, 421.0)","(1026.0, 433.0)","(566.8634033203125, -525.5909423828125, 290.7901306152344)","(257.5, 421.32)","(1024.54, 434.4)","(567.057495,-525.126953,290.849518)"
"(255.0, 421.0)","(1027.0, 434.0)","(566.7930297851562, -525.7554931640625, 290.7032470703125)","(256.01, 421.19)","(1027.61, 432.61)","(567.077820,-525.796204,290.929626)"
